sekcja|dzial|grupa|klasa|podklasa|nazwa
Q |88|88.9| ||Pozostała pomoc społeczna bez zakwaterowania
Q |88|88.9|88.91|88.91.Z|Opieka dzienna nad dziećmi
Q |88|88.9|88.99|88.99.Z|Pozostała pomoc społeczna bez zakwaterowania, gdzie indziej niesklasyfikowana
R |||||DZIAŁALNOŚĆ ZWIĄZANA Z KULTURĄ, ROZRYWKĄ I REKREACJĄ
R |90|90.0|||DZIAŁALNOŚĆ TWÓRCZA ZWIĄZANA Z KULTURĄ I ROZRYWKĄ
R |90|90.0|90.01|90.01.Z|Działalność związana z wystawianiem przedstawień artystycznych
R |90|90.0|90.02|90.02.Z|Działalność wspomagająca wystawianie przedstawień artystycznych
R |90|90.0|90.03|90.03.Z|Artystyczna i literacka działalność twórcza
R |90|90.0|90.04|90.04.Z|Działalność obiektów kulturalnych
R |91| 91.0| ||DZIAŁALNOŚĆ BIBLIOTEK, ARCHIWÓW, MUZEÓW ORAZ POZOSTAŁA DZIAŁALNOŚĆ ZWIĄZANA Z KULTURĄ
R |91| 91.0|91.01||Działalność bibliotek i archiwów
R |91| 91.0|91.01|91.01.A|Działalność bibliotek
R |91| 91.0|91.01|91.01.B|Działalność archiwów
R |91| 91.0|91.02|91.02.Z|Działalność muzeów
R |91| 91.0|91.03|91.03.Z|Działalność historycznych miejsc i budynków oraz podobnych atrakcji turystycznych
R |91| 91.0|91.04|91.04.Z|Działalność ogrodów botanicznych i zoologicznych oraz obszarów i obiektów ochrony przyrody
R |92|92.0|92.00|92.00.Z|DZIAŁALNOŚĆ ZWIĄZANA Z GRAMI LOSOWYMI I ZAKŁADAMI WZAJEMNYMI
R |93| | ||DZIAŁALNOŚĆ SPORTOWA, ROZRYWKOWA I REKREACYJNA
R |93|93.1| ||Działalność związana ze sportem
R |93|93.1|93.11|93.11.Z|Działalność obiektów sportowych
R |93|93.1|93.12|93.12.Z|Działalność klubów sportowych
R |93|93.1|93.13|93.13.Z|Działalność obiektów służących poprawie kondycji fizycznej
R |93|93.1|93.19|93.19.Z|Pozostała działalność związana ze sportem
R |93|93.2| | |Działalność rozrywkowa i rekreacyjna
R |93|93.2|93.21|93.21.Z|Działalność wesołych miasteczek i parków rozrywki
R |93|93.2|93.29|93.29.Z|Pozostała działalność rozrywkowa i rekreacyjna
S|||||POZOSTAŁA DZIAŁALNOŚĆ USŁUGOWA
S|94| | ||DZIAŁALNOŚĆ ORGANIZACJI CZŁONKOWSKICH
S|94|94.1| ||Działalność organizacji komercyjnych, pracodawców oraz organizacji profesjonalnych
S|94|94.1|94.11|94.11.Z|Działalność organizacji komercyjnych i pracodawców
S|94|94.1|94.12|94.12.Z|Działalność organizacji profesjonalnych
S|94|94.2|94.20|94.20.Z|Działalność związków zawodowych
S|94|94.9| | |Działalność pozostałych organizacji członkowskich
S|94|94.9|94.91|94.91.Z|Działalność organizacji religijnych
S|94|94.9|94.92|94.92.Z|Działalność organizacji politycznych
S|94|94.9|94.99|94.99.Z|Działalność pozostałych organizacji członkowskich, gdzie indziej niesklasyfikowana
S|95| | ||NAPRAWA I KONSERWACJA KOMPUTERÓW I ARTYKUŁÓW UŻYTKU OSOBISTEGO I DOMOWEGO
S|95|95.1| ||Naprawa i konserwacja komputerów i sprzętu komunikacyjnego
S|95|95.1|95.11|95.11.Z|Naprawa i konserwacja komputerów i urządzeń peryferyjnych
S|95|95.1|95.12|95.12.Z|Naprawa i konserwacja sprzętu (tele)komunikacyjnego
S|95|95.2| | |Naprawa i konserwacja artykułów użytku osobistego i domowego
S|95|95.2|95.21|95.21.Z|Naprawa i konserwacja elektronicznego sprzętu powszechnego użytku
S|95|95.2|95.22|95.22.Z|Naprawa i konserwacja urządzeń gospodarstwa domowego oraz sprzętu użytku domowego i ogrodniczego
S|95|95.2|95.23|95.23.Z|Naprawa obuwia i wyrobów skórzanych
S|95|95.2|95.24|95.24.Z|Naprawa i konserwacja mebli i wyposażenia domowego
S|95|95.2|95.25|95.25.Z|Naprawa zegarów, zegarków oraz biżuterii
S|95|95.2|95.29|95.29.Z|Naprawa pozostałych artykułów użytku osobistego i domowego
S|96| 96.0| | |POZOSTAŁA  INDYWIDUALNA DZIAŁALNOŚĆ USŁUGOWA
S|96| 96.0|96.01|96.01.Z|Pranie i czyszczenie wyrobów włókienniczych i futrzarskich
S|96| 96.0|96.02|96.02.Z|Fryzjerstwo i pozostałe zabiegi kosmetyczne
S|96| 96.0|96.03|96.03.Z|Pogrzeby i działalność pokrewna
S|96| 96.0|96.04|96.04.Z|Działalność usługowa związana z poprawą kondycji fizycznej
S|96| 96.0|96.09|96.09.Z|Pozostała działalność usługowa, gdzie indziej niesklasyfikowana
T |||||GOSPODARSTWA DOMOWE ZATRUDNIAJĄCE PRACOWNIKÓW; GOSPODARSTWA DOMOWE PRODUKUJĄCE WYROBY I ŚWIADCZĄCE USŁUGI NA WŁASNE POTRZEBY
T |97|97.0|97.00|97.00.Z|GOSPODARSTWA DOMOWE ZATRUDNIAJĄCE PRACOWNIKÓW
T |98||||GOSPODARSTWA DOMOWE PRODUKUJĄCE WYROBY I ŚWIADCZĄCE USŁUGI NA WŁASNE POTRZEBY
T |98|98.1|98.10|98.10.Z|Gospodarstwa domowe produkujące wyroby na własne potrzeby
T |98|98.2|98.20|98.20.Z|Gospodarstwa domowe świadczące usługi na własne potrzeby
U |||||ORGANIZACJE I ZESPOŁY EKSTERYTORIALNE
U |99|99.0|99.00|99.00.Z|ORGANIZACJE I ZESPOŁY EKSTERYTORIALNE
